type,geo_point_2d,city,name,clustergtfsid
stops,"45.54954,5.98447",Challes-les-Eaux,CHALLES CENTRE,
stops,"45.65991,5.0774",Grenay,LES AVOCATS,
stops,"45.65984,5.07736",Grenay,LES AVOCATS,
stops,"45.66079,5.08413",Grenay,LE STADE,
stops,"45.66075,5.08423",Grenay,LE STADE,
stops,"45.63347,5.14663",La Verpillière,HOTEL DE LA POSTE,
stops,"45.63338,5.14669",La Verpillière,HOTEL DE LA POSTE,
stops,"45.6402,5.13847",La Verpillière,LIBERATION,
stops,"45.64006,5.13895",La Verpillière,LIBERATION,
stops,"45.65361,5.11587",Saint-Quentin-Fallavier,CHESNES RD1006,
stops,"45.65442,5.11474",Saint-Quentin-Fallavier,CHESNES RD1006,
stops,"45.63685,5.14356",La Verpillière,ANCIENNE GENDARMERIE,
stops,"45.63684,5.14367",La Verpillière,ANCIENNE GENDARMERIE,
stops,"45.6203,5.17516",Vaulx-Milieu,PARC TECHNOLOGIQUE EST,
stops,"45.61258,5.26573",Bourgoin-Jallieu,CFA-BTP,
stops,"45.61262,5.26608",Bourgoin-Jallieu,CFA-BTP,
stops,"45.66486,5.07937",Grenay,PLACE DU LAC,
stops,"45.66496,5.0795",Grenay,PLACE DU LAC,
stops,"45.68427,5.06017",,ST LAURENT ZONE INDUSTRIELLE,
stops,"45.68414,5.05997",,ST LAURENT ZONE INDUSTRIELLE,
stops,"45.12096,6.01097",Allemond,LOT. FARMIER,
stops,"45.1209,6.01107",Allemond,LOT. FARMIER,
stops,"45.12158,6.01754",Allemond,PERNIERE BASSE (ABRI),
stops,"45.12158,6.0174",Allemond,PERNIERE BASSE (ABRI),
stops,"45.12225,6.01357",Allemond,PERNIERE BASSE (FOND),
stops,"45.12215,6.0138",Allemond,PERNIERE BASSE (FOND),
stops,"45.53464,5.41598",Sainte-Blandine,LOT.LES ACACIAS,
stops,"45.57351,5.95088",Saint-Alban-Leysse,QUINQUIN,
stops,"45.57342,5.95115",Saint-Alban-Leysse,QUINQUIN,
stops,"45.57285,5.94506",Bassens,CENTRE COMMERCIAL BASSENS,
stops,"45.57229,5.94407",Bassens,CENTRE COMMERCIAL BASSENS,
stops,"45.3798,5.84972",Saint-Pierre-d'Entremont,ST PHILIBERT RD 512,
stops,"45.12632,5.59773",Lans-en-Vercors,LES JAILLEUX,
stops,"45.12618,5.5978",Lans-en-Vercors,LES JAILLEUX,
stops,"45.17524,5.54725",Autrans,LES COTES,
stops,"45.17517,5.5471",Autrans,LES COTES,
stops,"45.13164,6.04129",Allemond,LA VILLE,
stops,"45.13166,6.04151",Allemond,LA VILLE,
stops,"45.12575,5.59006",Lans-en-Vercors,LES ERABLES,
stops,"45.12585,5.59016",Lans-en-Vercors,LES ERABLES,
stops,"45.20528,5.41747",Vinay,STADE,
stops,"45.20521,5.41743",Vinay,STADE,
stops,"45.34954,5.27147",Saint-Siméon-de-Bressieux,LE RIVAL MARGUETIERE,
stops,"45.34942,5.27064",La Côte-Saint-André,LE RIVAL MARGUETIERE,
stops,"45.20906,5.79518",Meylan,NORBERT SEGARD CNET,
stops,"45.2093,5.79451",Meylan,NORBERT SEGARD CNET,
stops,"45.2088,5.79761",Meylan,BUSSEROLLES,
stops,"45.20885,5.79762",Meylan,BUSSEROLLES,
stops,"44.99735,5.79009",Saint-Théoffrey,LES VERNES,
stops,"44.99729,5.79021",Saint-Théoffrey,LES VERNES,
stops,"44.96564,5.72144",La Motte-Saint-Martin,LE MOLLARD LE HAUT,
stops,"44.96566,5.72151",La Motte-Saint-Martin,LE MOLLARD LE HAUT,
stops,"44.92558,5.78283",Susville,PONT DE LA MOUCHE,
stops,"44.92607,5.78285",La Mure,PONT DE LA MOUCHE,
stops,"45.07067,5.55478",Villard-de-Lans,NID ALPIN,
stops,"45.06996,5.55499",Villard-de-Lans,NID ALPIN,
stops,"45.18787,5.61633",Engins,CENTRE DE LOISIRS,
stops,"45.18781,5.61641",Engins,CENTRE DE LOISIRS,
stops,"45.12127,6.0327",Oz,LA VOUTE,
stops,"45.12123,6.03274",Oz,LA VOUTE,
stops,"45.17185,5.63882",Saint-Nizier-du-Moucherotte,LES MICHALONS,
stops,"45.17165,5.63885",Saint-Nizier-du-Moucherotte,LES MICHALONS,
stops,"45.3029,5.90675",Lumbin,LONGS PRES,
stops,"45.30277,5.90718",Lumbin,LONGS PRES,
stops,"45.39983,5.47082",Apprieu,ROUTE DES PLAINES,
stops,"45.39978,5.47079",Apprieu,ROUTE DES PLAINES,
stops,"45.28953,5.5689",Saint-Quentin-sur-Isère,FONTBESSET RD1532,
stops,"45.28948,5.56903",Saint-Quentin-sur-Isère,FONTBESSET RD1532,
stops,"45.52451,4.87691",Vienne,TEMPLE DE CYBELE,
stops,"45.52466,4.87689",Vienne,TEMPLE DE CYBELE,
stops,"45.49882,5.69999",Saint-Albin-de-Vaulserre,BONNE BLANCHE,
stops,"45.49869,5.69998",Saint-Albin-de-Vaulserre,BONNE BLANCHE,
stops,"45.49713,5.68313",Saint-Martin-de-Vaulserre,ROUTE ST MARTIN,
stops,"45.49709,5.68322",Saint-Martin-de-Vaulserre,ROUTE ST MARTIN,
stops,"45.53753,5.66909",Le Pont-de-Beauvoisin,ECOLE PRIVEE J. D'ARC,
stops,"45.53759,5.66915",Le Pont-de-Beauvoisin,ECOLE PRIVEE J. D'ARC,
stops,"45.18965,5.56332",Autrans,EYBERTIERE CROISEMENT,
stops,"45.1899,5.56348",Autrans,EYBERTIERE CROISEMENT,
stops,"45.58765,5.54064",Faverges-de-la-Tour,ROUTE DE FAVERGES,
stops,"45.58795,5.54059",Corbelin,ROUTE DE FAVERGES,
stops,"45.37159,5.83848",Saint-Pierre-d'Entremont,LE PLANOLET,
stops,"45.26697,5.47884",Poliénas,LES GRANDES VIGNES,
stops,"45.26701,5.47876",Poliénas,LES GRANDES VIGNES,
stops,"45.4545,5.63709",Saint-Geoire-en-Valdaine,PLACE CHAFFARDIERE,
stops,"45.45447,5.63717",Saint-Geoire-en-Valdaine,PLACE CHAFFARDIERE,
stops,"45.44584,5.6582",Merlas,LES GORGES,
stops,"45.52401,4.92043",Pont-Évêque,ZA MONTPLAISIR CALOR,
stops,"45.52409,4.92058",Pont-Évêque,ZA MONTPLAISIR CALOR,
stops,"45.23069,5.81923",Montbonnot-Saint-Martin,LE MOULIN,
stops,"45.23083,5.81911",Montbonnot-Saint-Martin,LE MOULIN,
stops,"45.19885,5.75028",La Tronche,GRAND SABLON,
stops,"45.19879,5.75031",La Tronche,GRAND SABLON,
stops,"45.38168,5.4772",Rives,P+R BIEVRE DAUPHINE,
stops,"45.07718,5.76858",Vizille,LES FORGES,
stops,"45.07749,5.76854",Vizille,LES FORGES,
stops,"45.11706,6.01472",Le Bourg-d'Oisans,PONT ROUGE,
stops,"45.11686,6.01463",Le Bourg-d'Oisans,PONT ROUGE,
stops,"45.22565,5.81156",Montbonnot-Saint-Martin,LE PRIEURE,
stops,"45.22536,5.81208",Montbonnot-Saint-Martin,LE PRIEURE,
stops,"45.13508,5.52703",Méaudre,LE GRAND MOULIN,
stops,"45.13525,5.5272",Méaudre,LE GRAND MOULIN,
stops,"45.22088,5.81079",Montbonnot-Saint-Martin,CHEMIN DE LA CROIX VERTE,
stops,"45.22058,5.8111",Montbonnot-Saint-Martin,CHEMIN DE LA CROIX VERTE,
stops,"45.53034,5.58904",Charancieu,Z.A CHARANCIEU,
stops,"45.53041,5.58907",Charancieu,Z.A CHARANCIEU,
stops,"45.28428,5.93487",Le Champ-près-Froges,Z.A. CHAMP 7 LAUX,
stops,"45.28427,5.935",Le Champ-près-Froges,Z.A. CHAMP 7 LAUX,
stops,"45.0921,5.90346",Livet-et-Gavet,RIOUPEROUX-MAIRIE,
stops,"45.09178,5.90329",Livet-et-Gavet,RIOUPEROUX-MAIRIE,
stops,"45.27103,5.88747",Crolles,RUE DU PRE ROUX,
stops,"45.05228,5.56293",Villard-de-Lans,LES GLOVETTES,
stops,"45.0938,5.52693",Villard-de-Lans,LES GORGES,
stops,"45.09375,5.52684",Villard-de-Lans,LES GORGES,
stops,"45.20994,5.40531",Vinay,SAPEURS POMPIERS,
stops,"45.21001,5.40534",Vinay,SAPEURS POMPIERS,
stops,"44.82212,5.67352",Cornillon-en-Trièves,SENDON,
stops,"44.82218,5.67363",Cornillon-en-Trièves,SENDON,
stops,"45.11069,5.70849",Le Pont-de-Claix,PONT DES VANNES,
stops,"45.1106,5.7084",Le Pont-de-Claix,PONT DES VANNES,
stops,"45.1415,5.88769",Saint-Martin-d'Uriage,CASSEROUSSE,
stops,"45.1412,5.8882",Chamrousse,CASSEROUSSE,
stops,"45.22399,5.8188",Montbonnot-Saint-Martin,PRE DE L'EAU,
stops,"45.224,5.81868",Montbonnot-Saint-Martin,PRE DE L'EAU,
stops,"45.50815,5.60384",La Bâtie-Divisin,TARENTEY,
stops,"45.50813,5.60476",La Bâtie-Divisin,TARENTEY,
stops,"44.95684,5.8133",Saint-Honoré,LES ALLEMANDS,
stops,"44.95755,5.81383",Saint-Honoré,LES ALLEMANDS,
stops,"45.0459,6.0865",Auris,ECOLE,
stops,"45.56397,5.96844",La Ravoire,PLAINE,
stops,"45.56377,5.96843",La Ravoire,PLAINE,
stops,"45.60578,5.16527",Villefontaine,STADE DE LA PRAIRIE,
stops,"45.60586,5.16521",Villefontaine,STADE DE LA PRAIRIE,
stops,"45.34543,5.4947",Renage,CLOS JUVIN,
stops,"45.34554,5.49472",Rives,CLOS JUVIN,
stops,"45.03341,6.06722",Le Bourg-d'Oisans,ALBERGES CENTRE,
stops,"45.03325,6.06719",Le Bourg-d'Oisans,ALBERGES CENTRE,
stops,"45.33764,5.82024",Saint-Pierre-de-Chartreuse,LES ANTONINS,
stops,"45.33759,5.82042",Saint-Pierre-de-Chartreuse,LES ANTONINS,
stops,"45.33995,5.80787",Saint-Pierre-de-Chartreuse,PONT DE LA DIAT,
stops,"45.33988,5.80797",Saint-Pierre-de-Chartreuse,PONT DE LA DIAT,
stops,"45.27969,5.53926",Saint-Quentin-sur-Isère,PHARMACIE,
stops,"45.27976,5.53935",Saint-Quentin-sur-Isère,PHARMACIE,
stops,"45.37961,5.49213",Apprieu,LE RIVIER,
stops,"45.38006,5.4927",Apprieu,LE RIVIER,
stops,"45.19137,5.77582",Gières,UNIVERSITES BIOLOGIE,
stops,"45.19181,5.77593",Gières,UNIVERSITES BIOLOGIE,
stops,"45.18935,5.77446",Saint-Martin-d'Hères,CONDILLAC UNIVERSITES,
stops,"45.35469,5.3031",Brézins,GAGNAGES,
stops,"45.35464,5.30303",Brézins,GAGNAGES,
stops,"45.34164,5.34165",Saint-Étienne-de-Saint-Geoirs,GARE ROUTIERE,
stops,"45.2738,5.48096",Tullins,PRE BOREL,
stops,"45.27376,5.48105",Tullins,PRE BOREL,
stops,"45.60167,5.22944",Bourgoin-Jallieu,CROIX BLANCHE,
stops,"45.60184,5.22907",Saint-Alban-de-Roche,CROIX BLANCHE,
stops,"45.06739,5.56289",Villard-de-Lans,CLOS MARGOT,
stops,"45.06741,5.56248",Villard-de-Lans,CLOS MARGOT,
stops,"44.89825,5.92204",Valbonnais,LEYGAT,
stops,"44.89835,5.92196",Valbonnais,LEYGAT,
stops,"45.41658,5.77023",Saint-Christophe-sur-Guiers,CARREFOUR DE L'EPINETTE,
stops,"45.18902,5.86338",Revel,LA BOURGEAT 2,
stops,"45.47109,5.54695",Paladru,CALATRIN,
stops,"45.4707,5.54658",Paladru,CALATRIN,
stops,"45.43845,5.77152",Saint-Christophe-sur-Guiers,ANCIENNE ECOLE,
stops,"45.43839,5.77136",Saint-Christophe-sur-Guiers,ANCIENNE ECOLE,
stops,"45.342,5.33848",Saint-Étienne-de-Saint-Geoirs,PARKING RELAIS MANDRIN,
stops,"45.34225,5.3383",Saint-Étienne-de-Saint-Geoirs,PARKING RELAIS MANDRIN,
stops,"45.20446,5.47191",Saint-Gervais,ROUTE DE ST GERVAIS,
stops,"45.20437,5.47198",Saint-Gervais,ROUTE DE ST GERVAIS,
stops,"45.57662,5.44348",La Tour-du-Pin,LES HAUTS DE ST ROCH,
stops,"45.57662,5.44352",La Tour-du-Pin,LES HAUTS DE ST ROCH,
stops,"45.57315,5.43572",La Tour-du-Pin,LES PRES DE ST ROCH,
stops,"45.57316,5.43591",La Tour-du-Pin,LES PRES DE ST ROCH,
stops,"45.30103,5.49053",Tullins,AVENUE DE LA GARE,
stops,"45.30093,5.48986",Tullins,AVENUE DE LA GARE,
stops,"45.18798,5.73842",Grenoble,HOTEL DE VILLE-CHANRION,
stops,"45.18815,5.73785",Grenoble,HOTEL DE VILLE-CHANRION,
stops,"45.0845,5.57915",Villard-de-Lans,BONNETON,
stops,"45.08473,5.57908",Villard-de-Lans,BONNETON,
stops,"44.9263,5.63738",Monestier-de-Clermont,IMPASSE DU PETIT MOULIN,
stops,"45.19897,5.71102",Grenoble,DURAND SAVOYAT,
stops,"45.1989,5.7111",Grenoble,DURAND SAVOYAT,
stops,"45.27233,5.88755",Crolles,TEISSEIRE,
stops,"45.27231,5.88689",Crolles,TEISSEIRE,
stops,"44.97096,5.55865",Château-Bernard,CHENEVARIE,
stops,"44.97092,5.55867",Château-Bernard,CHENEVARIE,
stops,"44.95971,5.56147",Saint-Andéol,BOUCHIER,
stops,"44.95958,5.56131",Saint-Andéol,BOUCHIER,
stops,"45.21946,5.49516",La Rivière,CHAPELLE ST ROCH,
stops,"45.21949,5.49519",La Rivière,CHAPELLE ST ROCH,
stops,"45.15152,6.06516",Vaujany,LE PERRIER,
stops,"45.15214,6.06331",Vaujany,LE PERRIER,
stops,"45.18833,5.73152",Grenoble,VERDUN-PREFECTURE,
stops,"45.20755,5.84919",Domène,LES ARNAUDS,
stops,"45.20758,5.84958",Domène,LES ARNAUDS,
stops,"44.96016,5.71719",La Motte-Saint-Martin,LE MOLLARD LE BAS,
stops,"44.96023,5.71717",La Motte-Saint-Martin,LE MOLLARD LE BAS,
stops,"45.45715,5.61989",Saint-Geoire-en-Valdaine,CONSUOZ LOTISSEMENT,
stops,"45.45716,5.62003",Saint-Geoire-en-Valdaine,CONSUOZ LOTISSEMENT,
stops,"45.11401,5.7059",Le Pont-de-Claix,BEAU SITE,
stops,"45.11393,5.70566",Le Pont-de-Claix,BEAU SITE,
stops,"45.01402,5.65714",Saint-Martin-de-la-Cluze,LES BRETS VC,
stops,"45.01408,5.65705",Saint-Martin-de-la-Cluze,LES BRETS VC,
stops,"45.0035,5.65313",Saint-Martin-de-la-Cluze,LES JAILS LES BENAIS,
stops,"45.00345,5.65305",Saint-Martin-de-la-Cluze,LES JAILS LES BENAIS,
stops,"45.13931,5.8273",Saint-Martin-d'Uriage,ROUTE DE ST MARTIN,
stops,"45.13928,5.82716",Saint-Martin-d'Uriage,ROUTE DE ST MARTIN,
stops,"45.4922,5.43774",Doissin,BEL AIR,
stops,"45.49215,5.43771",Blandin,BEL AIR,
stops,"45.1813,5.69445",Seyssinet-Pariset,BOUCHAYER-HOTEL DE VILLE,
stops,"45.18114,5.69454",Seyssinet-Pariset,BOUCHAYER-HOTEL DE VILLE,
stops,"44.9978,5.65236",Saint-Martin-de-la-Cluze,LOTISSEMENT MENEGHIN,
stops,"44.99791,5.65232",Saint-Martin-de-la-Cluze,LOTISSEMENT MENEGHIN,
stops,"45.25476,5.66162",Fontanil-Cornillon,PALLUEL,
stops,"45.25502,5.66166",Fontanil-Cornillon,PALLUEL,
stops,"45.49106,5.70455",Saint-Albin-de-Vaulserre,LA BUQUINIERE 2,
stops,"45.49108,5.70449",Saint-Albin-de-Vaulserre,LA BUQUINIERE 2,
stops,"45.17109,5.67324",Seyssinet-Pariset,LES VOUILLANTS,
stops,"45.17095,5.67323",Seyssinet-Pariset,LES VOUILLANTS,
stops,"45.06816,5.77013",Vizille,LYCEE (2),
stops,"44.72865,6.00832",Le Noyer,LA GUINGUETTE,
stops,"44.72871,6.00839",Le Noyer,LA GUINGUETTE,
stops,"45.04273,5.97761",Ornon,LES CHEVREUILS,
stops,"45.0427,5.97752",Ornon,LES CHEVREUILS,
stops,"44.99043,5.77163",Saint-Théoffrey,EGLISE,
stops,"44.99049,5.7717",Saint-Théoffrey,EGLISE,
stops,"44.89709,5.92816",Valbonnais,LE MOULIN,
stops,"44.89717,5.92817",Valbonnais,LE MOULIN,
stops,"45.39352,6.07001",Allevard,ECOLES,
stops,"45.26599,5.53095",Saint-Quentin-sur-Isère,L'ELLIOU,
stops,"45.39496,5.52975",Saint-Blaise-du-Buis,BONPERTUIS,
stops,"45.17727,5.69353",Seyssinet-Pariset,FAUCONNIERE,
stops,"45.0164,5.87221",La Morte,JEAN VINCENT,
stops,"45.01639,5.87231",La Morte,JEAN VINCENT,
stops,"45.42897,5.43291",Burcin,LES 4 ROUTES,
stops,"45.10252,5.4644",Rencurel,LES GLENATS,
stops,"45.10246,5.46438",Rencurel,LES GLENATS,
stops,"45.09387,5.45163",Rencurel,LES AILES,
stops,"45.09397,5.45148",Rencurel,LES AILES,
stops,"45.36349,5.59491",Voiron,GARE ROUTIERE SUD,
stops,"45.17349,5.54425",Autrans,VOIE PARKING,
stops,"45.17333,5.54424",Autrans,VOIE PARKING,
stops,"45.18017,5.71593",Grenoble,VALLIER-LIBERATION (OUEST),
stops,"45.18038,5.71513",Grenoble,VALLIER-LIBERATION (OUEST),
stops,"45.17638,5.68142",Seyssinet-Pariset,ROUTE DE SAINT NIZIER,
stops,"45.1766,5.68145",Seyssinet-Pariset,ROUTE DE SAINT NIZIER,
stops,"45.17026,5.6779",Seyssinet-Pariset,LES VISANS,
stops,"45.17015,5.67797",Seyssinet-Pariset,LES VISANS,
stops,"45.10684,5.93461",Livet-et-Gavet,LIVET RD1091,
stops,"45.10677,5.93472",Livet-et-Gavet,LIVET RD1091,
stops,"45.07184,5.87458",Livet-et-Gavet,GAVET RD1091,
stops,"45.07176,5.87443",Livet-et-Gavet,GAVET RD1091,
stops,"45.35412,5.60774",Coublevie,PLACE DU 19 MARS 1962,
stops,"45.3542,5.60771",Coublevie,PLACE DU 19 MARS 1962,
stops,"45.22213,5.79357",Meylan,CHEMIN DE SAINT-MARTIN,
stops,"45.22206,5.79351",Meylan,CHEMIN DE SAINT-MARTIN,
stops,"45.50654,5.622",La Bâtie-Divisin,LE SOUGEY,
stops,"45.50657,5.62191",La Bâtie-Divisin,LE SOUGEY,
stops,"45.16035,5.61901",Saint-Nizier-du-Moucherotte,LA CROIX FERREE,
stops,"45.16074,5.61845",Saint-Nizier-du-Moucherotte,LA CROIX FERREE,
stops,"45.32137,5.60021",Saint-Jean-de-Moirans,PARABOOT,
stops,"45.32136,5.60042",Saint-Jean-de-Moirans,PARABOOT,
stops,"45.425,5.51381",Charavines,LA BERNARDIERE,
stops,"45.42501,5.51356",Charavines,LA BERNARDIERE,
stops,"45.32524,5.56433",Moirans,RUE KERDREAN,
stops,"45.3929,5.84414",Saint-Pierre-d'Entremont,CENTRE AROEVEN,
stops,"45.56612,5.91539",Chambéry,COVET,
stops,"45.56627,5.91518",Chambéry,COVET,
stops,"45.49802,5.53724",Valencogne,ECOLE,
stops,"45.49801,5.5373",Valencogne,ECOLE,
stops,"45.39664,5.75113",Saint-Laurent-du-Pont,CHEMIN DES BOURDOIRES,
stops,"45.39658,5.75115",Saint-Laurent-du-Pont,CHEMIN DES BOURDOIRES,
stops,"45.33924,5.51703",Charnècles,BOIS VERT ROUTE DE RIVES,
stops,"45.3393,5.51701",Charnècles,BOIS VERT ROUTE DE RIVES,
stops,"45.34475,5.52127",Rives,FERME BOURDIS,
stops,"45.34482,5.52119",Charnècles,FERME BOURDIS,
stops,"45.32025,5.58872",Moirans,PARKING LYCEE PIERRE BEGHIN,
stops,"45.53744,5.46306",Saint-Didier-de-la-Tour,CHATEAU DE MARLIEU,
stops,"45.53737,5.46323",Saint-Didier-de-la-Tour,CHATEAU DE MARLIEU,
stops,"45.39921,5.4671",Apprieu,ESPACE COMMERCIAL BIEVRE DAUPHINE,
stops,"45.39864,5.46724",Apprieu,ESPACE COMMERCIAL BIEVRE DAUPHINE,
stops,"45.18021,5.70638",Grenoble,VALLIER-CATANE,
stops,"45.17993,5.70639",Grenoble,VALLIER-CATANE,
stops,"45.51215,5.01439",Moidieu-Détourbe,LA BASCULE,
stops,"45.51217,5.01463",Moidieu-Détourbe,LA BASCULE,
stops,"45.12362,5.69776",Le Pont-de-Claix,MAIRIE,
stops,"45.12286,5.69853",Le Pont-de-Claix,MAIRIE,
stops,"44.81497,5.74891",Mens,ROGER BRACHET,
stops,"45.46898,5.56216",Montferrat,LAC BLEU,
stops,"45.46872,5.56185",Montferrat,LAC BLEU,
stops,"45.06365,5.4262",Choranche,GROTTE DE CHORANCHE,
stops,"45.06378,5.42627",Choranche,GROTTE DE CHORANCHE,
stops,"44.99124,5.96891",Chantelouve,VILLELONGE,
stops,"44.99125,5.96872",Chantelouve,VILLELONGE,
stops,"45.37922,5.68356",Saint-Joseph-de-Rivière,LES BRIZARDS,
stops,"45.37927,5.68352",Saint-Joseph-de-Rivière,LES BRIZARDS,
stops,"45.55018,5.50426",Saint-Didier-de-la-Tour,LES VARIOTS,
stops,"45.55011,5.50418",Saint-Didier-de-la-Tour,LES VARIOTS,
stops,"45.21061,5.85465",Le Versoud,ETAPES MALVAISIN,
stops,"45.20928,5.85259",Le Versoud,ETAPES MALVAISIN,
stops,"45.36042,5.94887",Le Touvet,COLLEGE LA PIERRE AIGUILLE - BAS,
stops,"45.35803,5.95531",Le Touvet,GRANDES TERRES,
stops,"45.35798,5.95551",Le Touvet,GRANDES TERRES,
stops,"45.39239,6.0712",Allevard,PLEIADE (RD525),
stops,"45.39249,6.07139",Allevard,PLEIADE (RD525),
stops,"45.39633,6.07375",Allevard,LES AMOUREUX,
stops,"45.09021,6.06973",Huez,PALAIS DES SPORTS,
stops,"45.31975,5.60434",La Buisse,CENTR'ALP 2,
stops,"45.49568,5.46178",Panissage,LE RAVINET,
stops,"45.39925,6.07701",Allevard,COLLEGE,
stops,"45.00874,5.78376",Cholonge,LE VERNAY,
stops,"45.0087,5.78368",Cholonge,LE VERNAY,
stops,"45.50611,5.4873",Chélieu,LA CARRIERE,
stops,"45.32539,5.55115",Moirans,LES BALMES,
stops,"45.53608,5.64988",Le Pont-de-Beauvoisin,ZONE DE CLERMONT,
stops,"45.53601,5.65042",Le Pont-de-Beauvoisin,ZONE DE CLERMONT,
stops,"45.40588,5.69807",Miribel-les-Échelles,GIRATOIRE DU CAMUS,
stops,"45.42172,5.70096",Miribel-les-Échelles,LES EMPTAZ,
stops,"45.53556,5.60553",Les Abrets,ANTHEYS,
stops,"45.53584,5.60523",Les Abrets,ANTHEYS,
stops,"45.57386,5.47913",Saint-Clair-de-la-Tour,MAIRIE,
stops,"45.57353,5.47876",Saint-Clair-de-la-Tour,MAIRIE,
stops,"45.32381,5.79396",Saint-Pierre-de-Chartreuse,LES MARRONS,
stops,"45.16398,5.67147",Seyssinet-Pariset,BEL AIR,
stops,"45.16487,5.67158",Seyssinet-Pariset,BEL AIR,
stops,"45.02251,5.77553",Laffrey,LE LAC RD115A,
stops,"45.02272,5.77525",Laffrey,LE LAC RD115A,
stops,"45.32512,5.81021",Saint-Pierre-de-Chartreuse,LA MOLLARIERE,
stops,"45.32512,5.81009",Saint-Pierre-de-Chartreuse,LA MOLLARIERE,
stops,"45.26145,5.84391",Saint-Nazaire-les-Eymes,LES TOURTERELLES,
stops,"45.26138,5.84377",Saint-Nazaire-les-Eymes,LES TOURTERELLES,
stops,"45.36277,5.59791",Voiron,MEDIATHEQUE,
stops,"44.67432,6.07288",La Fare-en-Champsaur,LES BARRAQUES INTERMARCHE,
stops,"44.67435,6.07313",La Fare-en-Champsaur,LES BARRAQUES INTERMARCHE,
stops,"45.1784,5.69193",Seyssinet-Pariset,MURAILLES,
stops,"44.99748,5.77299",Saint-Théoffrey,ECOLE,
stops,"45.0516,6.08422",Auris,LES COURTS-LE HAUT,
stops,"45.05154,6.08426",Auris,LES COURTS-LE HAUT,
stops,"45.35,5.56766",Voiron,CHAMPFEUILLET,
stops,"45.07669,5.5508",Villard-de-Lans,LA MOLIERE,
stops,"45.07688,5.55117",Villard-de-Lans,LA MOLIERE,
stops,"44.97641,5.883",Lavaldens,LES FREAUX,
stops,"44.97645,5.8832",Lavaldens,LES FREAUX,
stops,"44.58122,6.08077",Gap,CAMPING GAP,
stops,"44.5813,6.08104",Gap,CAMPING GAP,
stops,"45.21415,5.63961",Sassenage,GRANDES COTES,
stops,"45.56667,5.37538",Cessieu,CHAMP DE MARS,
stops,"45.56675,5.37545",Cessieu,CHAMP DE MARS,
stops,"45.3734,6.04847",Crêts en Belledonne,ST PIERRE ECOLES,
stops,"45.37333,6.04851",Crêts en Belledonne,ST PIERRE ECOLES,
stops,"45.16795,5.53541",Autrans,LES FRANQUES,
stops,"45.02372,5.77289",Laffrey,CHANTELOUVE,
stops,"45.04481,6.09056",Auris,LA VILLE,
stops,"45.04479,6.09063",Auris,LA VILLE,
stops,"45.45128,5.65695",Saint-Geoire-en-Valdaine,BASSET,
stops,"45.15334,5.35111",Saint-Sauveur,LES IRIS,
stops,"45.1534,5.35107",Saint-Sauveur,LES IRIS,
stops,"45.05338,6.14418",Mizoën,LA COMBE,
stops,"45.33738,5.82839",Saint-Pierre-de-Chartreuse,PERQUELIN,
stops,"45.33736,5.82837",Saint-Pierre-de-Chartreuse,PERQUELIN,
stops,"45.36002,5.82971",Saint-Pierre-de-Chartreuse,CHAMPS MASSOT,
stops,"45.36001,5.8297",Saint-Pierre-de-Chartreuse,CHAMPS MASSOT,
stops,"45.01748,5.97118",Ornon,COL D'ORNON,
stops,"45.19269,5.71437",Grenoble,Grenoble,
stops,"44.79944,4.78139",,La Voulte-sur-Rhône Mairie,
stops,"44.75417,4.69806",,Saint-Julien-en-Saint-Alban Centre,
stops,"44.74639,4.67417",,FLAVIAC René Cassin,
stops,"44.73611,4.62389",,COUX Centre,
stops,"44.61806,4.38917",,Aubenas Place de la Paix,
stops,"44.5742,4.4554",,Lavilledieu Centre,
stops,"45.193,5.7689",Saint-Martin-d'Hères,Saint-Martin-d'Hères,
stops,"45.23449,5.88076",Villard-Bonnot,Lancey,
stops,"44.55222,4.685",,Le Teil Sablons,
stops,"44.57028,4.5875",,Alba-la-Romaine Ruines Romaines,
stops,"44.61095,4.40716",,Aubenas Gare Routière,
stops,"44.92722,4.89222",,Valence Gare Routière,
stops,"44.55944,4.74528",,Montelimar Gare Routière,
stops,"45.53754,5.81293",,Aiguebelette-Centre,
stops,"45.53733,5.58453",Les Abrets,Les Abrets - Rue-Italie,
stops,"45.48312,6.5272",,Moutiers-Lycée,
stops,"45.59453,6.44097",,Saint-Paul Collège,
stops,"45.76106,4.86298",,Lyon-Part-Dieu Gare Routière,
stops,"45.74973,4.8266",,Lyon-Perrache Gare Routière,
stops,"45.49313,6.31383",,Argentine-Gemelly-ou-Stade,
stops,"44.82725,5.62262",Clelles,Clelles-Mairie,
stops,"45.17284,5.72475",Grenoble,Grenoble-Eugène-Chavant,
stops,"45.18841,5.72494",Grenoble,Grenoble-Victor-Hugo,
stops,"45.18634,5.7253",Grenoble,Grenoble-Champollion,
stops,"45.19116,5.71369",Grenoble,Grenoble Europole,
stops,"45.532,5.74392",,La-Bridoire-Abris-Bus-le-Haut,
stops,"44.66507,5.70528",,Lus-la-Croix-Haute RD 1075,
stops,"44.91626,5.63444",Monestier-de-Clermont,Monestier-de-Clermont Centre,
stops,"45.12517,5.69791",Le Pont-de-Claix,Pont-de-Claix TAG Mairie,
stops,"45.35917,6.29966",,La Chambre,
stops,"45.31251,6.34053",,Pontamafrey,
stops,"45.34206,6.29175",,Saint-Étienne-de-Cuines,
