nom_amenageur,geo_point_2d,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_local,nom_station,implantation_station,adresse_station,colonne_renomme_13,nbre_pdc,condition_acces,reservation,horaires,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,last_modified,datagouv_organization_or_owner,consolidated_longitude,consolidated_latitude,consolidated_code_postal,consolidated_is_lon_lat_correct,consolidated_is_code_insee_verified,code_insee_commune,epci,id,code,type,pdc
Grenoble-Alpes Métropole,"45.1918,5.71311",123456789.0,support@alizecharge.fr,Bouygues E&S,support@alizecharge.fr,805025492,Grenoble-Alpes Métropole,,GRENOBLE - Avenue Doyen Louis Weil - Gare Schuman,Voirie,GRENOBLE - Avenue Doyen Louis Weil - Gare Schuman,Array,1,Accès libre,FALSE,Mo-Su 00:00-23:59,FALSE,Direct,0,2019-08-02,,2023-03-17,2023-07-16T06:43:07.095000+00:00,alexandre-court-2,5.71311,45.1918,,True,True,38185,LaMetro,,,irve,Array
Grenoble-Alpes Métropole,"45.2022,5.704735",123456789.0,support@alizecharge.fr,Bouygues E&S,support@alizecharge.fr,805024058,Grenoble-Alpes Métropole,,GRENOBLE - Avenue Des Martyrs - CEA Cambridge,Voirie,GRENOBLE - Avenue Des Martyrs - CEA Cambridge,Array,1,Accès libre,FALSE,Mo-Su 00:00-23:59,FALSE,Direct,0,2019-07-04,,2023-03-17,2023-07-16T06:43:07.095000+00:00,alexandre-court-2,5.704735,45.2022,,True,True,38185,LaMetro,,,irve,Array
Grenoble-Alpes Métropole,"45.1844,5.705",123456789.0,support@alizecharge.fr,Bouygues E&S,support@alizecharge.fr,805023872,Grenoble-Alpes Métropole,,GRENOBLE - Rue Victor Lastella - Chambre des Métiers (CITIZ),Voirie,Chambre des Métiers (CITIZ) 38000 GRENOBLE,Array,3,Accès libre,FALSE,Mo-Su 00:00-23:59,FALSE,Direct,0,2021-05-06,,2023-03-17,2023-07-16T06:43:07.095000+00:00,alexandre-court-2,5.705,45.1844,,True,True,38185,LaMetro,,,irve,Array
Grenoble-Alpes Métropole,"45.123416,5.698552",123456789.0,support@alizecharge.fr,Bouygues E&S,support@alizecharge.fr,805024591,Grenoble-Alpes Métropole,,PONT-DE-CLAIX - Rue Stalingrad,Voirie,Rue Stalingrad 38800 PONT-DE-CLAIX,Array,4,Accès libre,FALSE,Mo-Su 00:00-23:59,FALSE,Direct,0,2021-07-02,,2023-03-17,2023-07-16T06:43:07.095000+00:00,alexandre-court-2,5.698552,45.123416,38800.0,True,True,38317,LaMetro,,,irve,Array
Grenoble-Alpes Métropole,"45.191096,5.68888",123456789.0,support@alizecharge.fr,Bouygues E&S,support@alizecharge.fr,805024611,Grenoble-Alpes Métropole,,FONTAINE - La Source : Avenue Aristide Briand,Voirie,Avenue Aristide Briand 38600 FONTAINE,Array,2,Accès libre,FALSE,Mo-Su 00:00-23:59,FALSE,Direct,0,2022-12-06,,2023-03-17,2023-07-16T06:43:07.095000+00:00,alexandre-court-2,5.68888,45.191096,38600.0,True,True,38169,LaMetro,,,irve,Array
Grenoble-Alpes Métropole,"45.1836,5.721397",123456789.0,support@alizecharge.fr,Bouygues E&S,support@alizecharge.fr,805024614,Grenoble-Alpes Métropole,,GRENOBLE - Rue Marceau - Bonne,Voirie,GRENOBLE - Rue Marceau - Bonne,Array,1,Accès libre,FALSE,Mo-Su 00:00-23:59,FALSE,Direct,0,2019-06-26,,2023-03-17,2023-07-16T06:43:07.095000+00:00,alexandre-court-2,5.721397,45.1836,,True,True,38185,LaMetro,,,irve,Array
Grenoble-Alpes Métropole,"45.213772,5.6610845",123456789.0,support@alizecharge.fr,Bouygues E&S,support@alizecharge.fr,805024615,Grenoble-Alpes Métropole,,SASSENAGE - Place Jean Prevost,Voirie,Place Jean Prevost 38360 SASSENAGE,Array,3,Accès libre,FALSE,Mo-Su 00:00-23:59,FALSE,Direct,0,2023-01-12,,2023-03-17,2023-07-16T06:43:07.095000+00:00,alexandre-court-2,5.6610845,45.213772,38360.0,True,True,38474,LaMetro,,,irve,Array
Grenoble-Alpes Métropole,"45.23229388,5.68385091",123456789.0,support@alizecharge.fr,Bouygues E&S,support@alizecharge.fr,805024575,Grenoble-Alpes Métropole,,SAINT-EGREVE - Espace Robert Fiat,Voirie,9 Avenue de la Monta 38120 SAINT-EGREVE,Array,1,Accès libre,FALSE,Mo-Su 00:00-23:59,FALSE,Direct,0,2022-12-08,,2023-03-17,2023-07-16T06:43:07.095000+00:00,alexandre-court-2,5.68385091,45.23229388,38120.0,True,True,38382,LaMetro,,,irve,Array
Grenoble-Alpes Métropole,"45.18462,5.784",123456789.0,support@alizecharge.fr,Bouygues E&S,support@alizecharge.fr,805024576,Grenoble-Alpes Métropole,,GIERES - Rue De La Gare (CITIZ),Voirie,Rue De La Gare (CITIZ) 38610 GIERES,Array,1,Accès libre,FALSE,Mo-Su 00:00-23:59,FALSE,Direct,0,2019-08-06,,2023-03-17,2023-07-16T06:43:07.095000+00:00,alexandre-court-2,5.784,45.18462,38610.0,True,True,38179,LaMetro,,,irve,Array
Grenoble-Alpes Métropole,"45.1814,5.72151",123456789.0,support@alizecharge.fr,Bouygues E&S,support@alizecharge.fr,805024578,Grenoble-Alpes Métropole,,GRENOBLE - Rue Commandant Gilot - Dumont,Voirie,GRENOBLE - Rue Commandant Gilot - Dumont,Array,1,Accès libre,FALSE,Mo-Su 00:00-23:59,FALSE,Direct,0,2019-08-04,,2023-03-17,2023-07-16T06:43:07.095000+00:00,alexandre-court-2,5.72151,45.1814,,True,True,38185,LaMetro,,,irve,Array
Grenoble-Alpes Métropole,"45.186,5.713633",123456789.0,support@alizecharge.fr,Bouygues E&S,support@alizecharge.fr,805024273,Grenoble-Alpes Métropole,,GRENOBLE - Place Saint-Bruno,Voirie,GRENOBLE - Place Saint-Bruno,Array,1,Accès libre,FALSE,Mo-Su 00:00-23:59,FALSE,Direct,0,2019-08-08,,2023-03-17,2023-07-16T06:43:07.095000+00:00,alexandre-court-2,5.713633,45.186,,True,True,38185,LaMetro,,,irve,Array
La Boite A Outils,"45.16083229416006,5.714056171164",779463223.0,nicolas-savoyet@samse.fr,TotalEnergies Marketing France,supervision-ev.france@totalenergies.com,03568009,SAMSE - GRENOBLE,,Siège Social - Pitet,Parking privé à usage public,2 Rue Raymond Pitet 38100 Grenoble,Array,12,Accès libre,false,"Mo-Fr 07:45-12:15,Mo-Fr 13:30-17:30",false,Indirect,Inconnu,2023-02-24,,2023-06-02,2023-07-16T06:42:19.420000+00:00,totalenergies-marketing-france,5.714056171164,45.16083229416006,,True,True,38185,LaMetro,,,irve,Array
La Boite A Outils,"45.148367685972154,5.690473273011127",779463223.0,nicolas-savoyet@samse.fr,TotalEnergies Marketing France,supervision-ev.france@totalenergies.com,0483568009,SAMSE - ERP COMBOIRE,,Entrepôt du Bricolage - Comboire,Parking privé à usage public,2 rue du Drac 38130 Échirolles,Array,14,Accès libre,false,Mo-Sa 07:30-19:30,false,Indirect,Inconnu,2022-10-28,,2023-02-03,2023-07-16T06:42:19.420000+00:00,totalenergies-marketing-france,5.690473273011127,45.14836768597216,38130.0,False,True,38151,LaMetro,,,irve,Array
TotalEnergies Charging Services,"45.197767,5.78049",844192443.0,supervision-ev.france@totalenergies.com,TotalEnergies Charging Services,supervision-ev.france@totalenergies.com,01 41 35 40 00,TotalEnergies Charge Rapide,,RELAIS DE MEYLAN,Station dédiée à la recharge rapide,RN 87 38240 MEYLAN,Array,4,Accès réservé,False,24/7,False,Direct,50068097315965,2023-06-22,,2023-07-06,2023-07-16T06:42:18.663000+00:00,totalenergies-marketing-france,5.78049,45.197767,,False,False,38229,LaMetro,,,irve,Array
SARL LE BOIS DE CORNAGE,"45.0873099,5.7693176",750986200.0,contact@car2plug.fr,CAR2PLUG,contact@car2plug.fr,0988991011,SARL LE BOIS DE CORNAGE,,SARL LE BOIS DE CORNAGE,Parking privé à usage public,110 CHE DU CAMPING 38220 VIZILLE,Array,2,Accès libre,false,24/7,false,Indirect,0000000000000,2023-01-30,"Paiement par smartphone, applications et CB",2023-01-30,2023-07-16T06:41:55.325000+00:00,car2plug,5.7693176,45.0873099,38220.0,True,True,38562,LaMetro,,,irve,Array
ALESSANDRIA AUTOS - MAZDA GRENOBLE,"45.191796,5.679598",400447710.0,advenir@zeborne.com,ZEBORNE,advenir@zeborne.com,0252072597,ALESSANDRIA AUTOS - MAZDA GRENOBLE,49521.0,Mazda - Grenoble (Fontaine) Gauche - 22kW,Parking public,27 Boulevard Paul Langevin 38600 Fontaine,Array,1,Accès libre,true,"Mo-Fr 08:00-19:00,Sat 09:00-18:00",false,Indirect,inconnu,2020-12-02,,2020-12-02,2023-07-16T06:40:14.888000+00:00,zeborne,5.679598,45.191796,38600.0,True,True,38169,LaMetro,,,irve,Array
ALESSANDRIA AUTOS - MAZDA GRENOBLE,"45.191796,5.679598",400447710.0,advenir@zeborne.com,ZEBORNE,advenir@zeborne.com,0252072597,ALESSANDRIA AUTOS - MAZDA GRENOBLE,49590.0,Mazda - Grenoble (Fontaine) Droite- 22kW,Parking public,27 Boulevard Paul Langevin 38600 Fontaine,Array,1,Accès libre,true,"Mo-Fr 08:00-19:00,Sat 09:00-18:00",false,Indirect,inconnu,2020-12-03,,2020-12-03,2023-07-16T06:40:14.888000+00:00,zeborne,5.679598,45.191796,38600.0,True,True,38169,LaMetro,,,irve,Array
