nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesxy,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,cable_t2_attache
BOTANIC,312910557,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805021529,"CPO Alizé Liberté Public",FRBE1P38486001,,"SEYSSINS - Rue du Dr Schweitzer ",Voirie,"16 Rue du Dr Schweitzer 38180 SEYSSINS",38486,"5.6941247,45.15944978",5,FRBE1E384860015,,22,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2022-11-24,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805021925,"Grenoble-Alpes Métropole",FRM38P38185001,,"GRENOBLE - Place Jean Achard",Voirie,"GRENOBLE - Place Jean Achard",38185,"5.72939,45.18938",2,FRM38E381850011,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2019-10-25,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805021908,"Grenoble-Alpes Métropole",FRM38P38185017,,"GRENOBLE - Quai Stéphane Jay",Voirie,"GRENOBLE - Quai Stéphane Jay",38185,"5.725525,45.19302",1,FRM38E381850171,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2019-06-21,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805021503,"Grenoble-Alpes Métropole",FRM38P38179002,,"GIERES - Parking Relais Gières Plaine des Sports",Voirie," Rue des Glairons 38610 GIERES",38179,"5.7836658,45.1881051",6,FRM38E381790024,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-03-10,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025898,"Grenoble-Alpes Métropole",FRM38P38120001,,"PALLUEL - Parking Le Fontanil Cornillon",Voirie," Rue des Mûriers 38120 PALLUEL",38170,"5.6607537,45.2541131",8,FRM38E381200017,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2022-11-30,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025897,"Grenoble-Alpes Métropole",FRM38P38120001,,"PALLUEL - Parking Le Fontanil Cornillon",Voirie," Rue des Mûriers 38120 PALLUEL",38170,"5.6607537,45.2541131",8,FRM38E381200012,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2022-11-30,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025895,"Grenoble-Alpes Métropole",FRM38P38185015,,"GRENOBLE - Place De Lavalette - ND - Musée",Voirie,"GRENOBLE - Place De Lavalette - ND - Musée",38185,"5.731627,45.19407",1,FRM38E381850151,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2019-08-01,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025894,"Grenoble-Alpes Métropole",FRM38P38185002,,"GRENOBLE - Rue Jacquard - Balzac",Voirie,"GRENOBLE - Rue Jacquard - Balzac",38185,"5.724746,45.17461",1,FRM38E381850021,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2019-08-01,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025891,"Grenoble-Alpes Métropole",FRM38P38185010,,"GRENOBLE - Rue Jules Horowitz - Horowitz",Voirie,"GRENOBLE - Rue Jules Horowitz - Horowitz",38185,"5.699334,45.20505",1,FRM38E381850101,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2019-07-02,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025914,"Grenoble-Alpes Métropole",FRM38P38421001,,"SAINT-MARTIN-D'HERES - Avenue Centrale - BU",Voirie,"SAINT-MARTIN-D'HERES - Avenue Centrale - BU",38421,"5.769781,45.1916",1,FRM38E384210011,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2019-09-05,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025913,"Grenoble-Alpes Métropole",FRM38P38486001,,"SEYSSINS - Parking Le Prisme",Voirie," Allée Roger Rahon 38180 SEYSSINS",38486,"5.691263,45.165259",5,FRM38E384860014,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2022-11-25,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025912,"Grenoble-Alpes Métropole",FRM38P38486001,,"SEYSSINS - Parking Le Prisme",Voirie," Allée Roger Rahon 38180 SEYSSINS",38486,"5.691263,45.165259",5,FRM38E384860015,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2022-11-25,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025911,"Grenoble-Alpes Métropole",FRM38P38486001,,"SEYSSINS - Parking Le Prisme",Voirie," Allée Roger Rahon 38180 SEYSSINS",38486,"5.691263,45.165259",5,FRM38E384860013,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-01-18,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025910,"Grenoble-Alpes Métropole",FRM38P38486001,,"SEYSSINS - Parking Le Prisme",Voirie," Allée Roger Rahon 38180 SEYSSINS",38486,"5.691263,45.165259",5,FRM38E384860016,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-01-07,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025908,"Grenoble-Alpes Métropole",FRM38P38185014,,"MEYLAN - Allée Des Amphores",Voirie,"MEYLAN - Allée Des Amphores",38185,"5.786497,45.21114",3,FRM38E381850142,,22,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2022-08-11,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025906,"Grenoble-Alpes Métropole",FRM38P38185014,,"MEYLAN - Allée Des Amphores",Voirie,"MEYLAN - Allée Des Amphores",38185,"5.786497,45.21114",3,FRM38E381850143,,22,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2022-07-25,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805024808,"Grenoble-Alpes Métropole",FRM38P38185012,,"GRENOBLE - Cours De La Libération Et Du Général De Gaulle - Louise Michel",Voirie,"GRENOBLE - Cours De La Libération Et Du Général De Gaulle - Louise Michel",38185,"5.712591,45.16981",1,FRM38E381850121,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2019-08-12,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805026355,"Grenoble-Alpes Métropole",FRM38P38421003,,"SAINT-MARTIN-D'HERES - Etienne Grappe",Voirie," Rue Henri Wallon 38400 SAINT-MARTIN-D'HERES",38421,"5.757846,45.171972",2,FRM38E384210032,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-02-24,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805026353,"Grenoble-Alpes Métropole",FRM38P38382002,,"SAINT-EGREVE - Parking  Karben",Voirie,"15 Route de Lyon 38120 SAINT-EGREVE",38382,"5.6692959,45.24273237",3,FRM38E383820023,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2022-11-29,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805026347,"Grenoble-Alpes Métropole",FRM38P38185011,,"GIERES - Rue De La Gare",Voirie,"GIERES - Rue De La Gare",38185,"5.784519,45.18462",1,FRM38E381850111,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2019-10-11,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805024990,"Grenoble-Alpes Métropole",FRM38P38185018,,"GRENOBLE - Rue Thiers",Voirie,"GRENOBLE - Rue Thiers",38185,"5.719674,45.18509",1,FRM38E381850181,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2019-06-26,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025408,"Grenoble-Alpes Métropole",FRM38P38486001,,"SEYSSINS - Parking Le Prisme (CITIZ)",Voirie," Parking Le Prisme (CITIZ) 38180 SEYSSINS",38486,"5.695,45.165259",1,FRM38E384860011,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2022-12-30,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025401,"Grenoble-Alpes Métropole",FRM38P38151002,,"ECHIROLLES - Avenue de la République",Voirie," Avenue de la République 38130 ECHIROLLES",38151,"5.721625,45.139902",2,FRM38E381510022,,14,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2022-08-05,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025398,"Grenoble-Alpes Métropole",FRM38P38516001,,"LA TRONCHE - Avenue De L'Obiou (CITIZ)",Voirie," Avenue De L'Obiou (CITIZ) 38700 LA TRONCHE",38516,"5.7508,45.19941",1,FRM38E385160013,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2021-05-13,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025396,"Grenoble-Alpes Métropole",FRM38P38472001,,"SARCENAS - Parking Route du Charmant Som",Voirie,"445 Route du Charmant Som 38700 SARCENAS",38472,"5.7657409,45.2941808",2,FRM38E384720011,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-01-19,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025394,"Grenoble-Alpes Métropole",FRM38P38524001,,"VARCES-ALLIERES-ET-RISSET - Le parking-relais du Grand Rochefort",Voirie," D1075 Le grand Rochefort 38760 VARCES-ALLIERES-ET-RISSET",38524,"5.6865667,45.1031403",4,FRM38E385240012,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-03-13,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025392,"Grenoble-Alpes Métropole",FRM38P38524001,,"VARCES-ALLIERES-ET-RISSET - Le parking-relais du Grand Rochefort",Voirie," D1075 Le grand Rochefort 38760 VARCES-ALLIERES-ET-RISSET",38524,"5.6865667,45.1031403",4,FRM38E385240013,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-03-13,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025389,"Grenoble-Alpes Métropole",FRM38P38317001,,"PONT-DE-CLAIX - Parking-Relais L'Etoile",Voirie,"PONT-DE-CLAIX - Parking-Relais L'Etoile",38317,"5.703982,45.13755",4,FRM38E383170012,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2021-06-03,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025433,"Grenoble-Alpes Métropole",FRM38P38151001,,"ECHIROLLES - Parking Relais Échirolles - Gare",Voirie," Rue de Provence 38130 ECHIROLLES",38151,"5.7191342,45.1532227",6,FRM38E381510012,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-03-03,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025440,"Grenoble-Alpes Métropole",FRM38P38185021,,"GRENOBLE - Alpexpo - Rue Henri Barbusse",Voirie," Rue Henri Barbusse 38100 GRENOBLE",38185,"5.7356288,45.1566238",2,FRM38E381850211,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-03-02,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025437,"Grenoble-Alpes Métropole",FRM38P38111001,,"CLAIX - Place du Champ de Foire",Voirie," Place du Champ de Foire 38640 CLAIX",38111,"5.67071661,45.11932681",1,FRM38E381110011,,25,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-01-19,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025436,"Grenoble-Alpes Métropole",FRM38P38421002,,"SAINT-MARTIN-D'HERES - Rue De La Houille Blanche - Les taillées",Voirie,"SAINT-MARTIN-D'HERES - Rue De La Houille Blanche - Les taillées",38421,"5.757221,45.19191",1,FRM38E384210021,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2019-10-11,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025434,"Grenoble-Alpes Métropole",FRM38P38151001,,"ECHIROLLES - Parking Relais Échirolles - Gare",Voirie," Rue de Provence 38130 ECHIROLLES",38151,"5.7191342,45.1532227",6,FRM38E381510016,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2022-08-05,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025432,"Grenoble-Alpes Métropole",FRM38P38151001,,"ECHIROLLES - Parking Relais Échirolles - Gare",Voirie," Rue de Provence 38130 ECHIROLLES",38151,"5.7191342,45.1532227",6,FRM38E381510014,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-03-03,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025431,"Grenoble-Alpes Métropole",FRM38P38151001,,"ECHIROLLES - Parking Relais Échirolles - Gare",Voirie," Rue de Provence 38130 ECHIROLLES",38151,"5.7191342,45.1532227",6,FRM38E381510011,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2022-08-05,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025386,"Grenoble-Alpes Métropole",FRM38P38317001,,"PONT-DE-CLAIX - Parking-Relais L'Etoile",Voirie,"PONT-DE-CLAIX - Parking-Relais L'Etoile",38317,"5.703982,45.13755",4,FRM38E383170013,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2020-12-17,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025353,"Grenoble-Alpes Métropole",FRM38P38474003,,"SASSENAGE - Mairie de Sassenage",Voirie,"1 Place de la Libération 38360 SASSENAGE",38474,"5.66369443,45.20678538",2,FRM38E384740031,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2022-11-29,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025352,"Grenoble-Alpes Métropole",FRM38P38474003,,"SASSENAGE - Mairie de Sassenage",Voirie,"1 Place de la Libération 38360 SASSENAGE",38474,"5.66369443,45.20678538",2,FRM38E384740032,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2022-11-29,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025342,"Grenoble-Alpes Métropole",FRM38P38158001,,"EYBENS - Parking Relais Eybens Le Verderet",Voirie," Avenue des Maquis de l'Oisans 38320 EYBENS",38158,"5.7547996,45.1470172",2,FRM38E381580012,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-03-16,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025355,"Grenoble-Alpes Métropole",FRM38P38185022,,"GRENOBLE - Rue Albert Reynier (Lesdiguières)",Voirie,"12 Rue Albert Reynier 38100 GRENOBLE",38185,"5.7056218,45.1669329",2,FRM38E381850222,,14,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-02-13,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025356,"Grenoble-Alpes Métropole",FRM38P38185022,,"GRENOBLE - Rue Albert Reynier (Lesdiguières)",Voirie,"12 Rue Albert Reynier 38100 GRENOBLE",38185,"5.7056218,45.1669329",2,FRM38E381850221,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-02-13,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025357,"Grenoble-Alpes Métropole",FRM38P38185023,,"VIZILLE - Domaine Vizille",Voirie," Rue Emelie Cros 38100 VIZILLE",38185,"5.772369,45.07475",1,FRM38E381850231,,25,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-03-02,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025384,"Grenoble-Alpes Métropole",FRM38P38317001,,"PONT-DE-CLAIX - Parking-Relais L'Etoile",Voirie,"PONT-DE-CLAIX - Parking-Relais L'Etoile",38317,"5.703982,45.13755",4,FRM38E383170011,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2020-12-10,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025380,"Grenoble-Alpes Métropole",FRM38P38382002,,"SAINT-EGREVE - Parking  Karben",Voirie,"15 Route de Lyon 38120 SAINT-EGREVE",38382,"5.6692959,45.24273237",3,FRM38E383820021,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2022-11-29,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025379,"Grenoble-Alpes Métropole",FRM38P38382002,,"SAINT-EGREVE - Parking  Karben",Voirie,"15 Route de Lyon 38120 SAINT-EGREVE",38382,"5.6692959,45.24273237",3,FRM38E383820022,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2022-11-29,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025378,"Grenoble-Alpes Métropole",FRM38P38185024,,"GRENOBLE - Rue Arago",Voirie," Rue Arago 38000 GRENOBLE",38185,"5.7129556,45.1959958",1,FRM38E381850241,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2022-09-29,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025376,"Grenoble-Alpes Métropole",FRM38P38485001,,"SEYSSINET-PARISET - Rue Lamartine",Voirie,"SEYSSINET-PARISET - Rue Lamartine",38485,"5.695541,45.17999",1,FRM38E384850011,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2019-05-30,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025374,"Grenoble-Alpes Métropole",FRM38P38516003,,"LA TRONCHE - Hôpital Couple Enfant",Voirie," Quai Yermoloff 38700 LA TRONCHE",38516,"5.7407641,45.2017975",1,FRM38E385160031,,25,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-02-09,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805025370,"Grenoble-Alpes Métropole",FRM38P38545001,,"VIF - Parking du 8 mai 1945",Voirie," Avenue du 8 mai 1945 38450 VIF",38545,"5.677614,45.053347",2,FRM38E385450011,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-02-24,,2023-03-17,
